Date,Region,Product,UnitsSold,Revenue,Discount,Profit,Customer Name,Customer ID,Unnamed: 9,Postal Code,Product ID,Order ID,Row ID,Ship Mode,Ship Date,Segment,Category,Sub-Category,Country,State,City
01-09-2021,East,Electronics,226,414710,15,120974.35,Customer 137,CUST-1136,,860313,PROD-2136,ORD-3136,137,Second Class,26-01-2024,Corporate,Technology,Chairs,India,Gujarat,Ahmedabad
01-09-2021,East,Clothing,452,124300,0,20368.14,Customer 138,CUST-1137,,339792,PROD-2137,ORD-3137,138,Second Class,16-01-2024,Corporate,Technology,Chairs,India,Rajasthan,Jaipur
01-09-2021,East,Furniture,255,238170,15,51132.14,Customer 139,CUST-1138,,916174,PROD-2138,ORD-3138,139,First Class,27-01-2024,Home Office,Technology,Chairs,India,Punjab,Ludhiana
01-09-2021,East,Groceries,416,142688,20,16885.82,Customer 140,CUST-1139,,321991,PROD-2139,ORD-3139,140,First Class,28-01-2024,Corporate,Technology,Binders,India,Haryana,Gurugram
01-09-2021,West,Electronics,445,555360,15,130233.97,Customer 141,CUST-1140,,153133,PROD-2140,ORD-3140,141,Second Class,16-01-2024,Corporate,Technology,Chairs,India,Uttar Pradesh,Lucknow
01-09-2021,West,Clothing,102,140148,0,17195.17,Customer 142,CUST-1141,,848953,PROD-2141,ORD-3141,142,Second Class,24-01-2024,Home Office,Office Supplies,Storage,India,Madhya Pradesh,Bhopal
01-09-2021,West,Furniture,230,290950,5,32444.34,Customer 143,CUST-1142,,231350,PROD-2142,ORD-3142,143,Second Class,04-01-2024,Home Office,Technology,Storage,India,Bihar,Patna
01-09-2021,West,Groceries,272,226576,20,56056.51,Customer 144,CUST-1143,,425711,PROD-2143,ORD-3143,144,Second Class,28-01-2024,Consumer,Technology,Phones,India,West Bengal,Kolkata
01-10-2021,North,Electronics,270,117180,10,14461.58,Customer 145,CUST-1144,,930303,PROD-2144,ORD-3144,145,First Class,06-01-2024,Home Office,Technology,Tables,India,Odisha,Bhubaneswar
01-10-2021,North,Clothing,125,154000,5,41178.49,Customer 146,CUST-1145,,667070,PROD-2145,ORD-3145,146,Same Day,28-01-2024,Consumer,Technology,Accessories,India,Telangana,Hyderabad
01-10-2021,North,Furniture,450,664200,20,95987.05,Customer 147,CUST-1146,,536821,PROD-2146,ORD-3146,147,Second Class,04-01-2024,Consumer,Office Supplies,Chairs,India,Andhra Pradesh,Visakhapatnam
01-10-2021,North,Groceries,442,506090,10,122093.43,Customer 148,CUST-1147,,101124,PROD-2147,ORD-3147,148,First Class,24-01-2024,Corporate,Furniture,Binders,India,Chhattisgarh,Raipur
01-10-2021,South,Electronics,54,12312,20,1805.5,Customer 149,CUST-1148,,515249,PROD-2148,ORD-3148,149,First Class,02-01-2024,Home Office,Technology,Phones,India,Jharkhand,Ranchi
01-10-2021,South,Clothing,185,318015,20,55375.45,Customer 150,CUST-1149,,981022,PROD-2149,ORD-3149,150,Same Day,15-01-2024,Home Office,Office Supplies,Accessories,India,Assam,Guwahati
01-10-2021,South,Furniture,194,137740,0,30079.35,Customer 151,CUST-1150,,923019,PROD-2150,ORD-3150,151,First Class,10-01-2024,Corporate,Furniture,Accessories,India,Himachal Pradesh,Shimla
01-10-2021,South,Groceries,341,440913,15,51454.61,Customer 152,CUST-1151,,924394,PROD-2151,ORD-3151,152,Second Class,09-01-2024,Consumer,Furniture,Storage,India,Uttarakhand,Dehradun
01-10-2021,East,Electronics,494,531050,10,79521.99,Customer 153,CUST-1152,,554227,PROD-2152,ORD-3152,153,Standard Class,24-01-2024,Corporate,Office Supplies,Chairs,India,Goa,Panaji
01-10-2021,East,Clothing,68,16184,10,2439.52,Customer 154,CUST-1153,,786882,PROD-2153,ORD-3153,154,Same Day,13-01-2024,Home Office,Technology,Accessories,India,Sikkim,Gangtok
01-10-2021,East,Furniture,291,419913,5,104220.21,Customer 155,CUST-1154,,222391,PROD-2154,ORD-3154,155,Second Class,24-01-2024,Consumer,Technology,Phones,India,Maharashtra,Pune
01-10-2021,East,Groceries,366,400404,0,99637.46,Customer 156,CUST-1155,,540762,PROD-2155,ORD-3155,156,Same Day,05-01-2024,Consumer,Furniture,Accessories,India,Karnataka,Mysuru
01-10-2021,West,Electronics,436,238492,0,41729.93,Customer 157,CUST-1156,,103734,PROD-2156,ORD-3156,157,Same Day,23-01-2024,Corporate,Office Supplies,Tables,India,Tamil Nadu,Coimbatore
01-10-2021,West,Clothing,418,682176,0,98723.94,Customer 158,CUST-1157,,762435,PROD-2157,ORD-3157,158,Same Day,19-01-2024,Consumer,Office Supplies,Phones,India,Kerala,Thiruvananthapuram
01-10-2021,West,Furniture,183,47031,15,13901.43,Customer 159,CUST-1158,,921062,PROD-2158,ORD-3158,159,Same Day,19-01-2024,Consumer,Furniture,Chairs,India,Gujarat,Surat
01-10-2021,West,Groceries,222,225108,20,24464.77,Customer 160,CUST-1159,,292836,PROD-2159,ORD-3159,160,Standard Class,05-01-2024,Corporate,Technology,Chairs,India,Rajasthan,Udaipur
01-11-2021,North,Electronics,262,105324,15,12086.91,Customer 161,CUST-1160,,408906,PROD-2160,ORD-3160,161,Second Class,09-01-2024,Corporate,Technology,Chairs,India,Punjab,Amritsar
01-11-2021,North,Clothing,276,519432,15,59779.82,Customer 162,CUST-1161,,335498,PROD-2161,ORD-3161,162,Same Day,06-01-2024,Corporate,Office Supplies,Tables,India,Haryana,Faridabad
01-11-2021,North,Furniture,96,139776,0,33427.39,Customer 163,CUST-1162,,905275,PROD-2162,ORD-3162,163,Standard Class,05-01-2024,Home Office,Technology,Phones,India,Uttar Pradesh,Kanpur
01-11-2021,North,Groceries,464,805504,20,192825.58,Customer 164,CUST-1163,,598852,PROD-2163,ORD-3163,164,Second Class,03-01-2024,Home Office,Furniture,Chairs,India,Madhya Pradesh,Indore
01-11-2021,South,Electronics,308,263340,0,74538.62,Customer 165,CUST-1164,,512177,PROD-2164,ORD-3164,165,First Class,28-01-2024,Corporate,Furniture,Binders,India,Bihar,Gaya
01-11-2021,South,Clothing,379,354365,15,43002.62,Customer 166,CUST-1165,,546119,PROD-2165,ORD-3165,166,First Class,30-01-2024,Consumer,Furniture,Accessories,India,West Bengal,Howrah
01-11-2021,South,Furniture,422,519482,5,71493.31,Customer 167,CUST-1166,,706586,PROD-2166,ORD-3166,167,First Class,24-01-2024,Consumer,Office Supplies,Accessories,India,Odisha,Cuttack
01-11-2021,South,Groceries,139,260069,5,37938.59,Customer 168,CUST-1167,,856622,PROD-2167,ORD-3167,168,Same Day,15-01-2024,Consumer,Office Supplies,Chairs,India,Telangana,Warangal
01-11-2021,East,Electronics,77,71687,20,21138.99,Customer 169,CUST-1168,,850981,PROD-2168,ORD-3168,169,Second Class,26-01-2024,Corporate,Technology,Accessories,India,Andhra Pradesh,Vijayawada
01-11-2021,East,Clothing,241,168941,0,26346.81,Customer 170,CUST-1169,,327539,PROD-2169,ORD-3169,170,First Class,25-01-2024,Consumer,Furniture,Binders,India,Chhattisgarh,Bilaspur
01-11-2021,East,Furniture,261,172260,15,26561.03,Customer 171,CUST-1170,,331156,PROD-2170,ORD-3170,171,Second Class,04-01-2024,Corporate,Technology,Phones,India,Jharkhand,Jamshedpur
01-11-2021,East,Groceries,446,794326,10,210105.14,Customer 172,CUST-1171,,820453,PROD-2171,ORD-3171,172,Second Class,05-01-2024,Home Office,Furniture,Storage,India,Assam,Silchar
01-11-2021,West,Electronics,131,141742,20,31563.54,Customer 173,CUST-1172,,855833,PROD-2172,ORD-3172,173,First Class,28-01-2024,Corporate,Technology,Accessories,India,Himachal Pradesh,Solan
01-11-2021,West,Clothing,499,104291,5,21934.23,Customer 174,CUST-1173,,493884,PROD-2173,ORD-3173,174,Same Day,20-01-2024,Home Office,Office Supplies,Accessories,India,Uttarakhand,Haridwar
01-11-2021,West,Furniture,54,72468,0,18517.06,Customer 175,CUST-1174,,391372,PROD-2174,ORD-3174,175,Second Class,10-01-2024,Home Office,Technology,Binders,India,Goa,Margao
01-11-2021,West,Groceries,195,82485,0,14463.56,Customer 176,CUST-1175,,876300,PROD-2175,ORD-3175,176,First Class,25-01-2024,Home Office,Technology,Accessories,India,Sikkim,Namchi
01-12-2021,North,Electronics,331,86722,0,25494.78,Customer 177,CUST-1176,,630013,PROD-2176,ORD-3176,177,Second Class,04-01-2024,Corporate,Furniture,Binders,India,Maharashtra,Nagpur
01-12-2021,North,Clothing,332,294816,20,33226.46,Customer 178,CUST-1177,,951689,PROD-2177,ORD-3177,178,Same Day,30-01-2024,Corporate,Furniture,Tables,India,Karnataka,Mangaluru
01-12-2021,North,Furniture,154,203588,0,20915.49,Customer 179,CUST-1178,,859249,PROD-2178,ORD-3178,179,Second Class,30-01-2024,Home Office,Furniture,Tables,India,Tamil Nadu,Madurai
01-12-2021,North,Groceries,360,258120,15,67777.2,Customer 180,CUST-1179,,943595,PROD-2179,ORD-3179,180,Standard Class,04-01-2024,Consumer,Office Supplies,Chairs,India,Kerala,Kozhikode
01-12-2021,South,Electronics,400,747200,10,157723.71,Customer 181,CUST-1180,,684032,PROD-2180,ORD-3180,181,Second Class,28-01-2024,Consumer,Office Supplies,Binders,India,Gujarat,Vadodara
01-12-2021,South,Clothing,102,89352,5,24118.74,Customer 182,CUST-1181,,700835,PROD-2181,ORD-3181,182,Second Class,12-01-2024,Corporate,Office Supplies,Tables,India,Rajasthan,Jodhpur
01-12-2021,South,Furniture,194,253752,0,31930.09,Customer 183,CUST-1182,,898038,PROD-2182,ORD-3182,183,Same Day,27-01-2024,Home Office,Technology,Storage,India,Punjab,Jalandhar
01-12-2021,South,Groceries,100,88400,20,12503.78,Customer 184,CUST-1183,,280527,PROD-2183,ORD-3183,184,First Class,25-01-2024,Consumer,Technology,Storage,India,Haryana,Panipat
01-12-2021,East,Electronics,498,537840,5,92310.85,Customer 185,CUST-1184,,532565,PROD-2184,ORD-3184,185,Same Day,12-01-2024,Home Office,Office Supplies,Accessories,India,Uttar Pradesh,Noida
01-12-2021,East,Clothing,121,214654,5,42852.03,Customer 186,CUST-1185,,668445,PROD-2185,ORD-3185,186,Same Day,13-01-2024,Home Office,Technology,Binders,India,Madhya Pradesh,Gwalior
01-12-2021,East,Furniture,487,154379,10,31498.36,Customer 187,CUST-1186,,998255,PROD-2186,ORD-3186,187,Second Class,14-01-2024,Home Office,Furniture,Chairs,India,Bihar,Bhagalpur
01-12-2021,East,Groceries,317,404809,15,85895.45,Customer 188,CUST-1187,,545950,PROD-2187,ORD-3187,188,Same Day,23-01-2024,Home Office,Furniture,Tables,India,West Bengal,Durgapur
01-12-2021,West,Electronics,271,260702,0,56830.74,Customer 189,CUST-1188,,599840,PROD-2188,ORD-3188,189,Second Class,23-01-2024,Corporate,Technology,Phones,India,Odisha,Rourkela
01-12-2021,West,Clothing,304,463904,20,103943.22,Customer 190,CUST-1189,,691918,PROD-2189,ORD-3189,190,Second Class,25-01-2024,Home Office,Technology,Chairs,India,Telangana,Nizamabad
01-12-2021,West,Furniture,115,31510,10,8842.66,Customer 191,CUST-1190,,963422,PROD-2190,ORD-3190,191,Same Day,10-01-2024,Home Office,Technology,Binders,India,Andhra Pradesh,Guntur
01-12-2021,West,Groceries,241,232083,5,39481.38,Customer 192,CUST-1191,,958686,PROD-2191,ORD-3191,192,Same Day,07-01-2024,Corporate,Furniture,Phones,India,Chhattisgarh,Durg
01-01-2022,North,Electronics,147,146559,10,17323.34,Customer 193,CUST-1192,,529119,PROD-2192,ORD-3192,193,Same Day,29-01-2024,Corporate,Office Supplies,Tables,India,Jharkhand,Dhanbad
01-01-2022,North,Clothing,357,159936,0,41060.47,Customer 194,CUST-1193,,828369,PROD-2193,ORD-3193,194,First Class,26-01-2024,Home Office,Technology,Accessories,India,Assam,Dibrugarh
01-01-2022,North,Furniture,79,75682,5,20621.28,Customer 195,CUST-1194,,403687,PROD-2194,ORD-3194,195,Same Day,12-01-2024,Corporate,Office Supplies,Tables,India,Himachal Pradesh,Dharamshala
01-01-2022,North,Groceries,182,181272,15,34780.54,Customer 196,CUST-1195,,625971,PROD-2195,ORD-3195,196,Standard Class,12-01-2024,Corporate,Furniture,Tables,India,Uttarakhand,Haldwani
01-01-2022,South,Electronics,450,698850,0,105979.82,Customer 197,CUST-1196,,979931,PROD-2196,ORD-3196,197,Standard Class,23-01-2024,Home Office,Office Supplies,Phones,India,Goa,Vasco da Gama
01-01-2022,South,Clothing,118,87910,20,14899.22,Customer 198,CUST-1197,,713136,PROD-2197,ORD-3197,198,Same Day,14-01-2024,Consumer,Office Supplies,Chairs,India,Sikkim,Gyalshing
01-01-2022,South,Furniture,175,344750,10,51033.04,Customer 199,CUST-1198,,626817,PROD-2198,ORD-3198,199,Standard Class,06-01-2024,Corporate,Office Supplies,Binders,India,Maharashtra,Mumbai
01-01-2022,South,Groceries,420,130200,0,25001.5,Customer 200,CUST-1199,,283304,PROD-2199,ORD-3199,200,Second Class,12-01-2024,Home Office,Technology,Chairs,India,Karnataka,Bengaluru
01-01-2022,East,Electronics,385,113190,10,14461.77,Customer 201,CUST-1200,,415850,PROD-2200,ORD-3200,201,Second Class,22-01-2024,Home Office,Technology,Accessories,India,Tamil Nadu,Chennai
01-01-2022,East,Clothing,57,62643,15,10595.03,Customer 202,CUST-1201,,986507,PROD-2201,ORD-3201,202,Second Class,16-01-2024,Home Office,Furniture,Storage,India,Kerala,Kochi
01-01-2022,East,Furniture,244,345992,10,80793.13,Customer 203,CUST-1202,,484010,PROD-2202,ORD-3202,203,Standard Class,26-01-2024,Corporate,Technology,Tables,India,Gujarat,Ahmedabad
01-01-2022,East,Groceries,483,125580,5,18180.19,Customer 204,CUST-1203,,960324,PROD-2203,ORD-3203,204,First Class,15-01-2024,Corporate,Office Supplies,Chairs,India,Rajasthan,Jaipur
01-01-2022,West,Electronics,326,400328,5,62338.3,Customer 205,CUST-1204,,124209,PROD-2204,ORD-3204,205,Standard Class,14-01-2024,Home Office,Furniture,Phones,India,Punjab,Ludhiana
01-01-2022,West,Clothing,366,268278,20,56269.45,Customer 206,CUST-1205,,114333,PROD-2205,ORD-3205,206,First Class,24-01-2024,Home Office,Furniture,Binders,India,Haryana,Gurugram
01-01-2022,West,Furniture,182,78624,15,11106.96,Customer 207,CUST-1206,,175645,PROD-2206,ORD-3206,207,Same Day,18-01-2024,Home Office,Furniture,Binders,India,Uttar Pradesh,Lucknow
01-01-2022,West,Groceries,83,107983,5,25708.48,Customer 208,CUST-1207,,796831,PROD-2207,ORD-3207,208,Standard Class,20-01-2024,Consumer,Technology,Storage,India,Madhya Pradesh,Bhopal
01-02-2022,North,Electronics,122,121146,0,23772.37,Customer 209,CUST-1208,,530790,PROD-2208,ORD-3208,209,First Class,17-01-2024,Consumer,Furniture,Binders,India,Bihar,Patna
01-02-2022,North,Clothing,263,115194,10,32735.2,Customer 210,CUST-1209,,406936,PROD-2209,ORD-3209,210,Same Day,24-01-2024,Home Office,Office Supplies,Accessories,India,West Bengal,Kolkata
01-02-2022,North,Furniture,110,58960,5,16135.01,Customer 211,CUST-1210,,114515,PROD-2210,ORD-3210,211,Second Class,27-01-2024,Home Office,Office Supplies,Phones,India,Odisha,Bhubaneswar
01-02-2022,North,Groceries,57,46968,10,6430.12,Customer 212,CUST-1211,,200622,PROD-2211,ORD-3211,212,Same Day,24-01-2024,Home Office,Technology,Accessories,India,Telangana,Hyderabad
01-02-2022,South,Electronics,256,128512,5,32383.88,Customer 213,CUST-1212,,868480,PROD-2212,ORD-3212,213,Standard Class,27-01-2024,Home Office,Furniture,Accessories,India,Andhra Pradesh,Visakhapatnam
01-02-2022,South,Clothing,127,182753,5,45595.81,Customer 214,CUST-1213,,360219,PROD-2213,ORD-3213,214,First Class,28-01-2024,Home Office,Furniture,Storage,India,Chhattisgarh,Raipur
01-02-2022,South,Furniture,63,56574,10,13728.81,Customer 215,CUST-1214,,708741,PROD-2214,ORD-3214,215,Standard Class,28-01-2024,Home Office,Technology,Storage,India,Jharkhand,Ranchi
01-02-2022,South,Groceries,160,178880,10,36924.89,Customer 216,CUST-1215,,127071,PROD-2215,ORD-3215,216,Second Class,24-01-2024,Consumer,Office Supplies,Accessories,India,Assam,Guwahati
01-02-2022,East,Electronics,323,558467,10,100207.28,Customer 217,CUST-1216,,931075,PROD-2216,ORD-3216,217,First Class,14-01-2024,Consumer,Office Supplies,Accessories,India,Himachal Pradesh,Shimla
01-02-2022,East,Clothing,241,446814,20,60970.8,Customer 218,CUST-1217,,399719,PROD-2217,ORD-3217,218,First Class,30-01-2024,Consumer,Furniture,Accessories,India,Uttarakhand,Dehradun
01-02-2022,East,Furniture,88,131648,5,27259.97,Customer 219,CUST-1218,,279495,PROD-2218,ORD-3218,219,Same Day,16-01-2024,Consumer,Technology,Phones,India,Goa,Panaji
01-02-2022,East,Groceries,74,25456,20,5567.7,Customer 220,CUST-1219,,521628,PROD-2219,ORD-3219,220,First Class,08-01-2024,Consumer,Office Supplies,Binders,India,Sikkim,Gangtok
01-02-2022,West,Electronics,117,189189,10,43468.93,Customer 221,CUST-1220,,853630,PROD-2220,ORD-3220,221,Same Day,02-01-2024,Corporate,Technology,Phones,India,Maharashtra,Pune
01-02-2022,West,Clothing,195,60450,15,12538.62,Customer 222,CUST-1221,,339004,PROD-2221,ORD-3221,222,First Class,18-01-2024,Consumer,Technology,Storage,India,Karnataka,Mysuru
01-02-2022,West,Furniture,83,68226,0,14524.75,Customer 223,CUST-1222,,807023,PROD-2222,ORD-3222,223,Same Day,04-01-2024,Home Office,Furniture,Phones,India,Tamil Nadu,Coimbatore
01-02-2022,West,Groceries,91,56784,20,9801.85,Customer 224,CUST-1223,,391309,PROD-2223,ORD-3223,224,Standard Class,02-01-2024,Consumer,Technology,Phones,India,Kerala,Thiruvananthapuram
01-03-2022,North,Electronics,331,510733,5,76033.14,Customer 225,CUST-1224,,849482,PROD-2224,ORD-3224,225,First Class,21-01-2024,Home Office,Furniture,Tables,India,Gujarat,Surat
01-03-2022,North,Clothing,364,391664,20,112305.09,Customer 226,CUST-1225,,915802,PROD-2225,ORD-3225,226,Second Class,20-01-2024,Corporate,Technology,Binders,India,Rajasthan,Udaipur
01-03-2022,North,Furniture,486,418446,20,54637.26,Customer 227,CUST-1226,,325778,PROD-2226,ORD-3226,227,Second Class,20-01-2024,Corporate,Furniture,Chairs,India,Punjab,Amritsar
01-03-2022,North,Groceries,161,115115,10,13534.94,Customer 228,CUST-1227,,331618,PROD-2227,ORD-3227,228,Same Day,20-01-2024,Corporate,Furniture,Phones,India,Haryana,Faridabad
01-03-2022,South,Electronics,399,730170,0,84733.85,Customer 229,CUST-1228,,616469,PROD-2228,ORD-3228,229,Second Class,26-01-2024,Home Office,Technology,Binders,India,Uttar Pradesh,Kanpur
01-03-2022,South,Clothing,292,216664,20,64235.62,Customer 230,CUST-1229,,603162,PROD-2229,ORD-3229,230,Same Day,23-01-2024,Consumer,Furniture,Chairs,India,Madhya Pradesh,Indore
01-03-2022,South,Furniture,272,55760,5,11999.53,Customer 231,CUST-1230,,891948,PROD-2230,ORD-3230,231,Standard Class,25-01-2024,Corporate,Furniture,Phones,India,Bihar,Gaya
01-03-2022,South,Groceries,124,25172,0,4987.83,Customer 232,CUST-1231,,757190,PROD-2231,ORD-3231,232,Same Day,12-01-2024,Consumer,Furniture,Phones,India,West Bengal,Howrah
01-03-2022,East,Electronics,484,374132,0,91172.77,Customer 233,CUST-1232,,932775,PROD-2232,ORD-3232,233,First Class,02-01-2024,Consumer,Furniture,Phones,India,Odisha,Cuttack
01-03-2022,East,Clothing,252,406980,5,63487.18,Customer 234,CUST-1233,,743417,PROD-2233,ORD-3233,234,Second Class,17-01-2024,Corporate,Office Supplies,Tables,India,Telangana,Warangal
01-03-2022,East,Furniture,349,651932,5,107396.57,Customer 235,CUST-1234,,870100,PROD-2234,ORD-3234,235,Second Class,14-01-2024,Home Office,Technology,Accessories,India,Andhra Pradesh,Vijayawada
01-03-2022,East,Groceries,324,299052,0,73940.44,Customer 236,CUST-1235,,556578,PROD-2235,ORD-3235,236,Standard Class,14-01-2024,Home Office,Office Supplies,Phones,India,Chhattisgarh,Bilaspur
01-03-2022,West,Electronics,189,143262,0,31821.93,Customer 237,CUST-1236,,824335,PROD-2236,ORD-3236,237,Second Class,12-01-2024,Corporate,Furniture,Chairs,India,Jharkhand,Jamshedpur
01-03-2022,West,Clothing,369,654237,20,131646.09,Customer 238,CUST-1237,,210953,PROD-2237,ORD-3237,238,Standard Class,22-01-2024,Corporate,Office Supplies,Storage,India,Assam,Silchar
01-03-2022,West,Furniture,405,422820,10,92503.13,Customer 239,CUST-1238,,690297,PROD-2238,ORD-3238,239,First Class,08-01-2024,Corporate,Office Supplies,Phones,India,Himachal Pradesh,Solan
01-03-2022,West,Groceries,439,390271,5,81847.88,Customer 240,CUST-1239,,601946,PROD-2239,ORD-3239,240,First Class,28-01-2024,Corporate,Technology,Binders,India,Uttarakhand,Haridwar
01-04-2022,North,Electronics,187,69377,5,11410.49,Customer 241,CUST-1240,,249327,PROD-2240,ORD-3240,241,First Class,02-01-2024,Corporate,Technology,Storage,India,Goa,Margao
01-04-2022,North,Clothing,179,325601,0,41600.4,Customer 242,CUST-1241,,569873,PROD-2241,ORD-3241,242,Standard Class,05-01-2024,Corporate,Office Supplies,Phones,India,Sikkim,Namchi
01-04-2022,North,Furniture,378,371952,0,81505.0,Customer 243,CUST-1242,,380109,PROD-2242,ORD-3242,243,Second Class,21-01-2024,Consumer,Furniture,Storage,India,Maharashtra,Nagpur
01-04-2022,North,Groceries,457,810261,10,137560.97,Customer 244,CUST-1243,,518853,PROD-2243,ORD-3243,244,Second Class,27-01-2024,Home Office,Office Supplies,Tables,India,Karnataka,Mangaluru
01-04-2022,South,Electronics,354,638616,15,187117.93,Customer 245,CUST-1244,,284993,PROD-2244,ORD-3244,245,Same Day,20-01-2024,Consumer,Technology,Binders,India,Tamil Nadu,Madurai
01-04-2022,South,Clothing,383,220225,10,63351.71,Customer 246,CUST-1245,,555490,PROD-2245,ORD-3245,246,Second Class,11-01-2024,Corporate,Office Supplies,Tables,India,Kerala,Kozhikode
01-04-2022,South,Furniture,125,221250,0,54919.59,Customer 247,CUST-1246,,655673,PROD-2246,ORD-3246,247,Same Day,27-01-2024,Corporate,Furniture,Binders,India,Gujarat,Vadodara
01-04-2022,South,Groceries,455,816725,20,104503.62,Customer 248,CUST-1247,,748478,PROD-2247,ORD-3247,248,Standard Class,14-01-2024,Home Office,Office Supplies,Tables,India,Rajasthan,Jodhpur
01-04-2022,East,Electronics,410,595320,15,79017.53,Customer 249,CUST-1248,,278729,PROD-2248,ORD-3248,249,Second Class,11-01-2024,Home Office,Office Supplies,Storage,India,Punjab,Jalandhar
01-04-2022,East,Clothing,262,363656,20,53507.74,Customer 250,CUST-1249,,927081,PROD-2249,ORD-3249,250,Second Class,25-01-2024,Corporate,Office Supplies,Storage,India,Haryana,Panipat
01-04-2022,East,Furniture,127,207391,15,33854.37,Customer 251,CUST-1250,,500330,PROD-2250,ORD-3250,251,Second Class,28-01-2024,Corporate,Office Supplies,Accessories,India,Uttar Pradesh,Noida
01-04-2022,East,Groceries,91,26208,5,6901.09,Customer 252,CUST-1251,,139334,PROD-2251,ORD-3251,252,Second Class,09-01-2024,Home Office,Technology,Binders,India,Madhya Pradesh,Gwalior
01-04-2022,West,Electronics,344,280360,10,63030.62,Customer 253,CUST-1252,,699286,PROD-2252,ORD-3252,253,Standard Class,07-01-2024,Consumer,Technology,Tables,India,Bihar,Bhagalpur
01-04-2022,West,Clothing,402,500892,0,73351.9,Customer 254,CUST-1253,,140175,PROD-2253,ORD-3253,254,Same Day,07-01-2024,Consumer,Technology,Phones,India,West Bengal,Durgapur
01-04-2022,West,Furniture,274,330444,5,68967.16,Customer 255,CUST-1254,,558028,PROD-2254,ORD-3254,255,Second Class,18-01-2024,Corporate,Office Supplies,Tables,India,Odisha,Rourkela
01-04-2022,West,Groceries,153,46359,10,9669.09,Customer 256,CUST-1255,,208369,PROD-2255,ORD-3255,256,First Class,28-01-2024,Corporate,Technology,Storage,India,Telangana,Nizamabad
01-05-2022,North,Electronics,247,461643,10,104119.71,Customer 257,CUST-1256,,510105,PROD-2256,ORD-3256,257,Second Class,07-01-2024,Consumer,Office Supplies,Chairs,India,Andhra Pradesh,Guntur
01-05-2022,North,Clothing,91,152061,15,39354.15,Customer 258,CUST-1257,,969852,PROD-2257,ORD-3257,258,Standard Class,14-01-2024,Corporate,Furniture,Chairs,India,Chhattisgarh,Durg
01-05-2022,North,Furniture,206,311472,15,77336.06,Customer 259,CUST-1258,,287604,PROD-2258,ORD-3258,259,Same Day,07-01-2024,Home Office,Furniture,Chairs,India,Jharkhand,Dhanbad
01-05-2022,North,Groceries,460,284740,20,37111.58,Customer 260,CUST-1259,,305953,PROD-2259,ORD-3259,260,Same Day,05-01-2024,Consumer,Office Supplies,Storage,India,Assam,Dibrugarh
01-05-2022,South,Electronics,146,178120,20,45547.85,Customer 261,CUST-1260,,634053,PROD-2260,ORD-3260,261,Same Day,10-01-2024,Home Office,Office Supplies,Tables,India,Himachal Pradesh,Dharamshala
01-05-2022,South,Clothing,338,499226,15,106823.35,Customer 262,CUST-1261,,725729,PROD-2261,ORD-3261,262,First Class,24-01-2024,Corporate,Office Supplies,Chairs,India,Uttarakhand,Haldwani
01-05-2022,South,Furniture,59,42244,10,10600.16,Customer 263,CUST-1262,,632711,PROD-2262,ORD-3262,263,Second Class,28-01-2024,Corporate,Technology,Phones,India,Goa,Vasco da Gama
01-05-2022,South,Groceries,167,167835,20,20497.08,Customer 264,CUST-1263,,475014,PROD-2263,ORD-3263,264,Second Class,16-01-2024,Home Office,Technology,Accessories,India,Sikkim,Gyalshing
01-05-2022,East,Electronics,277,114955,15,20629.53,Customer 265,CUST-1264,,950768,PROD-2264,ORD-3264,265,First Class,18-01-2024,Consumer,Furniture,Binders,India,Maharashtra,Mumbai
01-05-2022,East,Clothing,206,385426,20,76033.56,Customer 266,CUST-1265,,379589,PROD-2265,ORD-3265,266,Second Class,18-01-2024,Consumer,Technology,Chairs,India,Karnataka,Bengaluru
01-05-2022,East,Furniture,373,389039,20,94928.36,Customer 267,CUST-1266,,802376,PROD-2266,ORD-3266,267,First Class,18-01-2024,Corporate,Office Supplies,Storage,India,Tamil Nadu,Chennai
01-05-2022,East,Groceries,144,118944,10,25347.16,Customer 268,CUST-1267,,540577,PROD-2267,ORD-3267,268,Second Class,16-01-2024,Corporate,Furniture,Phones,India,Kerala,Kochi
01-05-2022,West,Electronics,331,498486,20,132278.13,Customer 269,CUST-1268,,332276,PROD-2268,ORD-3268,269,Second Class,25-01-2024,Consumer,Furniture,Accessories,India,Gujarat,Ahmedabad
01-05-2022,West,Clothing,303,324513,5,93932.45,Customer 270,CUST-1269,,266584,PROD-2269,ORD-3269,270,Standard Class,22-01-2024,Home Office,Technology,Phones,India,Rajasthan,Jaipur
01-05-2022,West,Furniture,445,185565,20,23719.52,Customer 271,CUST-1270,,402264,PROD-2270,ORD-3270,271,Standard Class,27-01-2024,Home Office,Furniture,Chairs,India,Punjab,Ludhiana
01-05-2022,West,Groceries,259,306656,0,31776.32,Customer 272,CUST-1271,,919878,PROD-2271,ORD-3271,272,Second Class,06-01-2024,Home Office,Furniture,Binders,India,Haryana,Gurugram
01-06-2022,North,Electronics,365,321930,15,38774.06,Customer 273,CUST-1272,,310549,PROD-2272,ORD-3272,273,First Class,10-01-2024,Corporate,Furniture,Phones,India,Uttar Pradesh,Lucknow
01-06-2022,North,Clothing,373,505788,20,122121.36,Customer 274,CUST-1273,,134216,PROD-2273,ORD-3273,274,Same Day,18-01-2024,Corporate,Office Supplies,Phones,India,Madhya Pradesh,Bhopal
